Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Antigua and Barbuda,ATG,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,75.05528487,75.61690498,75.10732687,73.5559808,73.13745139,75.69758603,76.52254991,76.79312076,75.81474701,72.35997886,71.85339199,71.74205004,71.51493652,72.4929663,72.31401397,73.23857685,74.21682094,74.21269615,73.67478947,73.67428631,74.02353594,74.43421705,74.15312463,76.31445961,75.8545322,74.99441454,74.54420682,73.16336981,72.59407305,68.25971593,67.60772389,67.21949587,68.48820374,70.99450728,72.39034506,72.00084224,71.33871674,71.08666862,70.48312756,69.34951291,68.18970097,68.00323381,
Australia,AUS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.37719759,61.14053268,61.78802319,62.45007138,62.41226573,62.32745007,62.37729791,63.33490008,63.53118618,64.27522128,64.32174409,64.14392411,63.9677933,64.28485817,64.26340735,64.36813386,63.73684052,64.3619092,64.49245018,64.14444369,65.73906922,64.73194684,65.28092151,66.32697762,65.75591325,67.30081163,68.25854204,66.99982771,66.63861339,
Austria,AUT,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,49.60392002,50.52802195,50.52671725,51.68574835,51.59590576,52.20077803,53.44495457,54.00409164,54.22134477,54.58824735,55.03606886,55.58785827,55.73284844,56.06704941,56.10866276,56.44930145,57.34876298,58.39535518,58.17479535,58.91782259,58.68089384,58.49159639,58.86279371,58.73121872,59.30901534,59.48752858,60.29569645,60.39357126,60.31826678,60.57242618,60.70337865,60.31531249,61.02663208,62.16858104,62.29415785,62.27624367,62.00085522,62.32658311,62.65379327,62.8760695,62.83745351,62.71888904,62.70640903,
Azerbaijan,AZE,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.75443383,34.24401198,28.82305346,35.90095541,38.04278089,37.94170025,30.84974017,35.81673685,43.34127768,39.0453233,35.78559166,34.47964482,32.45525773,31.92471839,31.79878549,25.08524656,23.50983133,21.7559634,23.65885014,31.3211522,28.21617803,27.71283745,29.5223012,31.49255784,34.18691465,40.65053209,39.32233571,38.12246047,35.23524635,
Burundi,BDI,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,17.76016875,18.98507031,21.46521944,18.22739385,19.50789827,19.46387474,20.5786077,19.29394743,20.61095806,20.25212745,23.24253341,23.96089169,25.62901634,25.46156292,23.66054277,23.14991606,25.09070634,25.46715402,25.8545445,23.40064387,22.98713624,23.34849786,22.68145959,22.35135726,26.77037965,28.46097,28.12455169,32.57208285,33.49822589,35.71339482,32.1289977,34.99861277,35.50594768,33.8265616,33.97993703,34.01465267,35.70226735,39.91886758,38.32144077,37.83945218,36.95112487,37.99415081,38.85014306,36.02350164,39.12782297,49.36541366,49.11379851,,,
Belgium,BEL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.82867347,62.68430841,62.14785499,62.746109,63.45430052,63.27009318,64.40574532,64.89511028,65.6756293,65.55738862,66.12982245,66.14342466,66.14674548,67.05929602,68.46735675,67.94614086,68.33239121,68.59856294,68.86438745,69.15157868,69.06770498,69.15375642,68.94414407,68.83002812,
Benin,BEN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,43.61530218,43.99291247,45.49941815,44.8122107,43.67841036,47.39872559,43.54556724,46.50592429,50.26311705,50.44027173,51.9683982,52.1614597,51.88085246,52.07995388,51.38207924,53.29700436,53.89345935,55.58792754,51.4524915,51.66376851,52.28564183,54.42494321,52.37638103,51.48538097,49.61898729,51.75202597,54.22109646,54.35448323,52.22523509,49.37509907,52.89166958,52.97359608,53.33041536,53.6634374,54.36794101,53.517529,51.02775862,50.69736208,50.85687892,36.09685405,37.59567024,37.88873619,35.91357445,37.34249714,37.16402914,37.42600047,37.62877013,40.77245718,43.65862058,43.99916448,44.66716876,46.06476459,47.63460753,47.5077916,47.48202938,47.15934581,47.58645994,46.15691,46.19825447,
Burkina Faso,BFA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,38.26600701,38.47785657,38.65131321,36.88083268,36.64912939,41.15305816,40.7146337,42.17703329,43.33303671,43.15688091,44.54656487,40.78715677,40.91531698,39.79468329,41.70642413,40.39885722,38.74915255,43.90615173,42.77554544,47.02201352,48.46614256,48.4483111,50.48553509,49.86295392,49.42898335,43.21610469,45.03135823,45.94705325,45.31412948,45.85113303,47.59259737,46.35862274,46.40653949,46.27760426,39.39365713,39.53282371,37.47487217,38.3333247,37.98751931,39.32909814,43.79141281,41.55182134,41.95688953,39.79910397,41.6493195,40.2059412,43.06408035,45.81329378,41.5320359,42.35713315,38.84237036,36.62106878,37.44651858,40.05936246,40.33418699,53.19768366,55.16482813,55.12540614,43.18490131,
Bangladesh,BGD,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,35.55187206,35.2176463,35.01756422,35.04873896,36.2201389,36.45828048,35.73754385,36.04469322,37.18191451,35.40077707,36.70941718,41.28485001,34.3259919,31.25080951,29.99071872,26.43481356,33.63634027,34.37286917,31.43997901,31.86153313,44.55566559,45.69143521,46.14477528,45.78258201,41.64744981,44.41744049,45.08441949,45.49177078,46.38867192,47.18134255,46.70069084,44.35733513,44.38379684,46.04466406,46.28377825,45.12850071,50.12420143,49.93417578,49.83362704,50.20074326,50.5663243,50.58011856,51.5724175,52.40049242,52.80586182,52.8799569,52.74459719,52.8840218,52.93212168,53.32332353,53.49829628,53.04579211,53.15157724,53.39018142,53.63575432,53.71383194,53.67130102,53.47621073,52.96493951,
Bulgaria,BGR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,30.49241984,29.0035229,24.98604074,25.09575845,24.07415009,25.13736643,21.37009859,30.05723859,32.47716136,32.74169261,35.20332404,35.69859985,39.11952191,45.28738709,44.68474125,65.43102768,66.08848088,49.06903117,54.4886368,53.46734921,54.05688955,53.5478521,55.32683354,53.90010645,54.0937818,53.55533643,52.9479078,54.06970881,53.31100296,56.18770201,58.9937583,57.24166966,56.96973686,57.99250239,58.59699604,58.20048953,57.80091363,57.99213202,59.24236486,
Bahrain,BHR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45003521,52.80999403,48.30691952,55.59661301,53.68160948,49.34085028,51.18779699,50.83919976,52.47431451,58.45298599,59.48433332,57.44613137,55.30379628,
"Bahamas, The",BHS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,73.43099309,72.98659771,72.95854398,73.11717292,,68.48252776,70.15502211,66.84857095,66.60829849,71.17483829,67.46370052,68.13537474,67.93385979,76.84496775,76.91249513,80.11327625,77.67130937,82.35320991,80.94438114,81.46817,82.29112486,82.16892702,78.92891391,82.23601806,81.16853506,82.28945017,81.07462935,79.80378235,76.94044121,78.78072189,79.06327289,78.03481933,76.76960503,74.92127182,,
Bosnia and Herzegovina,BIH,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.29138812,53.60000242,35.7000015,39.36432995,38.70941073,44.48688982,55.85776371,54.46943096,55.95649374,55.40077215,55.16,54.7213909,52.66670373,52.61008152,53.70205252,55.70916329,55.57086583,55.88213789,56.86714684,56.24686272,56.87505734,56.26442751,55.49639753,55.78104219,55.64654568,
Belarus,BLR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.61200924,22.22222222,27.17391304,40.60913706,44.41072332,41.15054817,39.36425857,37.91047624,39.5825174,40.03573619,39.89467691,44.3475881,44.07057842,43.25280051,41.8164579,39.62832215,40.83288127,40.47154694,37.99144469,42.16908424,42.40495573,44.12823642,43.29272646,45.42178672,45.65221303,47.74169804,48.52299656,47.63371859,47.72296725,
Belize,BLZ,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,40.64563463,43.14888011,43.86249453,49.25677752,55.68861968,56.6909898,54.36161591,55.70737323,55.24007394,50.76164532,49.73849916,51.64666983,51.82620376,53.24225371,54.46709829,54.87837323,55.44669085,55.17677932,54.56785781,55.60500087,56.14961383,57.96328632,56.39669959,58.74359387,60.20570867,61.3060742,61.25787745,62.37734391,60.17469085,61.01386583,60.58979699,62.06236063,60.82667129,59.98913625,60.3927344,59.91018701,60.04457293,61.03700569,62.8867245,62.90620852,,
Bermuda,BMU,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,44.31385532,46.23540258,43.8277512,41.54004432,40.022843,44.76703105,45.73691624,45.2547963,46.71684264,48.03236892,45.04504505,44.44444444,45.25139665,42.43630573,43.20566496,43.42381193,44.28387613,46.42875072,46.12103096,46.42442602,46.11378803,46.60920103,47.51949736,48.93585253,48.32160494,46.73082329,47.51039164,49.22034616,51.717168,54.22011404,52.16181899,52.65377361,52.29955001,51.28805363,49.2849687,46.82019459,43.13178535,42.50957065,40.49602264,43.50852723,43.55242878,41.01319049,40.44349217,40.2117809,41.46535148,45.97639965,49.80233245,48.7378519,49.09409558,
Brazil,BRA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,36.32478885,33.98456738,44.15860857,40.17361404,43.76063343,42.5201049,41.73112845,43.9609756,41.65690092,41.42033087,41.47183564,41.91542874,41.37056737,40.82076518,40.86263223,42.14069086,41.64865697,41.13238189,42.70802139,43.44810365,40.7992873,40.88124538,40.85766185,40.52528126,39.04093862,39.26908318,38.87780881,39.69979492,41.78990542,48.36730931,45.15164675,48.84633248,47.05569219,44.13045686,43.45839838,58.12141637,60.31887979,60.60571281,61.11859304,60.20365663,58.25186125,57.71369225,57.34814547,56.35782814,54.92047111,56.07589162,57.13812721,57.72623621,56.80486177,59.14505921,57.61292197,57.56816932,58.73360251,59.67876918,61.25096341,62.30786717,63.19941665,63.0818346,62.63042688,
Barbados,BRB,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,58.71847925,63.81298234,62.11680801,61.38406406,61.87792034,59.94221323,62.87829466,64.00502513,62.62482843,62.62810492,66.07335491,64.29084313,63.84789622,63.96166753,64.7875817,70.60572552,70.98516188,71.74381055,71.19912526,71.93833923,70.71766128,71.37085137,70.51332059,69.03345211,69.17896405,69.84782957,70.07524104,72.22520192,70.31009054,71.40580762,70.49880687,72.20160421,72.02632565,72.4749059,73.89926227,73.36144286,71.96786028,72.48596003,73.18157182,72.74404071,74.09007122,74.89539749,,,
Brunei Darussalam,BRN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,8.149224065,9.146693618,8.421262194,14.21406265,18.30494655,14.89396598,14.5410097,17.45894086,19.46742644,21.70016864,25.46322117,26.9765102,39.26707688,38.56125774,45.51968678,39.23575895,37.47552421,39.40522127,38.63571387,41.68753241,44.97291847,44.567462,42.57376404,42.72730984,47.05586578,43.58042837,35.30581414,38.82298634,38.24441176,34.63025728,31.01937757,27.49306737,26.11737208,28.00552591,25.25112879,33.68585576,30.60995185,25.75204909,26.69411419,29.29016299,31.43521852,37.53515581,42.97604213,40.85107595,37.33756962,
Bhutan,BTN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,43.86606554,40.48472114,37.82288234,35.52555043,34.69575349,36.03339482,37.1378652,36.33136341,37.80413615,39.77414528,38.85118845,39.26646942,36.94209255,37.25846431,33.72173386,32.88866069,33.95003587,33.67586103,36.24732594,35.806786,35.83354205,35.192705,33.9642516,34.32055361,35.91395257,38.08498188,37.60039277,34.35990184,35.44499269,37.02234609,36.43011435,38.07490842,36.45237191,36.33097485,36.88389633,37.62360308,37.36672134,37.15288998,,
Botswana,BWA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,43.12016263,45.90883382,48.49140389,50.5384158,48.30266301,46.95121951,46.34146341,43.75676286,43.89473684,41.76417642,39.448876,39.42731278,39.37844217,40.04131012,40.32219283,33.63792119,35.45595054,35.71334648,33.66397382,30.55971266,29.90722212,33.32220367,34.43854361,32.75265389,31.54774836,30.05257078,29.72601169,28.94681012,26.93763183,28.44991993,31.82627068,32.93138789,34.71322946,37.85698945,45.36143547,46.26401687,44.78038275,44.1444145,46.10473375,44.41073482,42.74691052,45.28806333,47.59738232,49.69706398,48.2340045,45.59737995,46.15133857,46.80400661,50.94750235,57.54848735,55.25914009,52.47236521,57.15505953,56.62134081,55.6950598,58.14640338,56.97255629,59.11298896,59.52288031,
Central African Republic,CAF,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.31143009,29.32937286,28.57003593,26.59303771,33.61275825,31.88490898,31.98934038,31.05982004,28.22149005,,
Canada,CAN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.72397389,63.47862733,62.40947854,61.11995559,62.36114704,62.83767651,62.74400812,62.20335507,61.8202322,62.50024293,62.86977322,62.51168385,66.65696886,65.5178202,64.56154565,64.91298041,64.91748229,64.65364942,66.74851334,,,,
Central Europe and the Baltics,CEB,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.81861224,50.38276423,50.68365642,52.08279673,53.28527549,54.55131476,54.78547908,55.60526296,55.33769564,54.10549088,54.58611793,54.48330939,54.4277411,54.50829984,55.94393916,55.51373682,54.2884878,55.47596716,56.05753758,55.71293595,55.7238132,56.27434848,,,
Switzerland,CHE,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.77562509,64.85469046,66.15810395,66.81937231,65.90067077,66.23888799,67.53428044,68.18368512,68.77623719,68.44101204,68.89104428,68.53133405,68.64231327,69.16229688,69.2495378,69.34068834,69.08161357,69.15557656,68.87738931,70.14770945,70.00515594,69.74759067,70.3174132,70.44413075,70.82126039,71.0412704,71.43594284,71.47983236,71.34386379,
Channel Islands,CHI,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,52.12192263,52.55687748,51.49531056,50.97631427,50.0990099,50.24726917,49.76407915,49.72746454,49.6933683,49.3957814,50.48213215,52.47324361,53.29927375,51.72394249,44.44468481,54.56459421,50.34698312,52.37653369,54.17094647,53.91999482,55.11256028,57.59641197,59.79705855,52.89858942,49.2840441,50.1638897,51.65858536,50.33046614,45.93355153,47.36795441,47.12759845,46.6087323,48.2021131,49.3314378,49.28211651,48.33633853,50.98905916,51.75426104,53.81973538,54.71050599,54.09561037,54.86507388,54.52879705,53.72508041,51.72329715,50.52023588,47.20970377,48.48961174,53.56901068,53.95332081,52.77835096,53.48734624,55.63419992,56.94649291,56.69632505,57.8926858,58.6018337,57.88792588,57.8851079,
China,CHN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.18195018,41.33473325,41.8156728,42.8685305,42.85864193,44.40583649,44.17618879,44.29231287,45.46254967,46.87965459,48.04176206,50.4637876,51.80302754,51.89276498,52.15701934,
Cote d'Ivoire,CIV,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,38.95329295,39.7141906,40.11403643,41.13268943,44.13483313,44.45429938,44.67408962,46.3588575,48.139977,51.0031091,49.63957643,49.42686989,50.46127585,51.20729653,58.44384368,54.71539784,59.1561964,60.57692373,57.63966928,56.53761127,54.37927357,54.87793326,54.58658185,56.63749814,56.31724318,53.71634569,50.2560256,48.45280203,45.30984862,45.49986319,41.23436157,42.10759371,41.54831379,49.03090119,53.69654556,54.50439419,54.97902715,53.03053733,53.04522873,54.89060384,53.50640463,52.79675566,51.62606411,50.14562394,54.39966566,54.58991062,53.842625,54.73347823,52.93190291,53.75321673,53.06230412,42.57499202,46.52862839,45.48258846,43.41298721,42.87534904,31.49761098,31.83656716,32.60833409,
Cameroon,CMR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,46.96742434,47.48923426,48.76248682,48.99614951,49.84272134,49.99999742,49.76515068,49.17891394,50.58990027,52.59002423,52.63759775,53.42959811,47.96163197,52.68960283,48.5346698,39.5525445,37.65809138,36.97583532,39.08326584,35.82629161,40.5484221,42.60175858,43.61916487,44.81562146,43.21254851,44.8878536,44.6979222,45.77347915,50.54524992,47.1499267,48.31044192,47.56983368,46.70822158,47.02311941,46.33830665,45.46311915,48.11334349,48.60683265,49.21792195,50.44632107,50.65704645,49.46663327,49.66850699,50.75744687,52.57754222,52.12940841,53.06995762,51.95613935,52.4688886,51.83515376,52.07620492,52.98099679,52.14502516,51.84354477,
"Congo, Dem. Rep.",COD,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78400571,25.79199731,33.52092023,29.92624912,30.98629447,28.29447186,44.51341862,34.54500012,38.05159829,41.98880955,40.17397566,43.40486397,44.51534982,43.56057551,38.72670525,38.35326828,35.37742181,33.11420829,33.1820626,32.33237873,31.70146247,33.10437481,33.82743725,33.75029293,32.68955046,
"Congo, Rep.",COG,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,59.37167432,61.49744777,62.30312339,61.2734071,61.08809667,61.9341601,61.0701107,60.2739658,61.09324759,62.8446809,58.15789474,60.99212142,62.31884058,62.16887417,59.47480483,53.10218978,48.91846922,52.92553191,54.46293495,49.2941098,41.70365982,41.22207864,39.57746479,38.08808809,36.49453312,38.63826638,55.26430699,52.27446053,56.2168437,49.08644962,46.49606299,52.64732666,52.96239052,53.45349296,44.20171831,44.67903806,39.17057783,33.99719702,42.9875663,30.37328365,22.54307525,28.71161451,30.41949736,32.55241658,28.62610962,23.57429844,20.53876218,22.43186026,18.90937795,24.37716021,20.79239619,19.99124425,21.30654162,23.62193047,25.748687,38.08212647,38.87980812,40.07935207,39.95823636,
Colombia,COL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,46.46210819,46.78037798,45.93628704,46.19472307,47.14664184,47.54383586,49.26677187,47.76598774,45.84059878,46.10588615,47.61396961,46.12922013,45.04007519,47.25828956,49.02377742,48.82783558,50.30868385,50.71469244,50.80590687,49.82538952,48.15532303,45.57961189,46.26912083,46.56864667,46.75764432,48.30316453,48.63496653,51.21548417,51.66193026,52.82602565,53.93343978,57.21606322,58.39443372,58.91641643,58.22485012,57.19437398,57.16467937,56.45862801,54.90278874,54.15255945,53.32999468,52.65029139,53.07653544,52.113426,53.45754737,53.48514637,51.51534193,52.03608892,53.38647391,54.63407537,56.21554582,56.89861562,57.5949202,57.79452062,
Comoros,COM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,54.53308651,54.53386813,54.53477988,54.53437414,54.5338521,54.53434562,54.5347358,54.53478972,54.53466689,54.5344386,54.53449602,54.53474085,54.5347166,54.53453734,54.53464751,54.53417981,54.53438631,54.53411477,54.53446265,54.53433593,54.5341781,54.53452356,54.53450229,54.53452342,54.5343191,54.53455498,54.53429268,54.29878828,55.78442512,53.52016084,53.18996756,53.60208631,54.04155441,53.05639733,53.78012887,54.54348426,54.2907757,53.02115322,,
Cabo Verde,CPV,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,64.47990587,66.87538781,71.61060041,70.66593598,70.53946093,69.02659334,68.549238,63.64949308,62.99990683,63.03136233,55.54375922,56.28061596,55.82422367,67.33563364,56.58185795,58.02530198,58.6207114,62.11199528,62.67484663,62.97958803,65.38102652,69.4201626,70.59501515,71.33030545,71.91844896,71.78773483,72.58900974,60.95946371,59.7711409,60.1876225,61.16145047,60.60223412,62.16350572,61.82882905,61.23160908,60.51862181,61.78934002,62.01481518,61.09726918,
Costa Rica,CRI,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.5116201,53.76709875,53.75320985,54.18012406,53.70821421,53.44533265,53.96185309,53.71717012,52.73372838,52.92026855,53.27304938,54.12358361,53.79999513,53.07309245,53.00438155,52.28865937,52.17551123,51.95190504,53.51875799,55.04186763,55.22768608,50.3597899,49.7660126,49.38869728,49.3401975,52.26586729,51.47934153,54.35579795,54.82205781,55.87751141,58.51655902,52.61525204,51.19086971,52.54350794,52.61458968,52.00899506,52.74833011,52.46248515,52.71059963,54.03438853,55.69593237,56.52453767,57.27183386,57.59218254,57.11358143,57.60187652,57.97226508,57.76124797,59.1840672,60.84498292,61.80236304,63.11117946,64.14412542,65.69290085,66.37579679,67.39230276,67.51215765,68.06539651,68.30697416,
